ID	Value
HED10305	[[बांग्ला\N_NNP की\PSP]]_NP [[प्रख्यात\JJ साहित्यकार\N_NN]]_NP [[महाश्वेता\N_NNP देवी\N_NNP का\PSP]]_NP [[जन्म\N_NN]]_NP [[14\QT_QTC जनवरी\N_NNP]]_NP [[1926\QT_QTC को\PSP]]_NP [[बांग्ला\N_NNP देश\N_NNP की\PSP]]_NP [[राजधानी\N_NN]]_NP [[ढाका\N_NNP में\PSP]]_NP [[हुआ\V_VM था\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK 
HED10306	[[महाश्‍वेता\N_NNP देवी\N_NN]]_NP [[समकालीन\JJ भारतीय\JJ साहित्य\N_NN की\PSP]]_NP [[चर्चित\JJ लेखिका\N_NN]]_NP [[हैं\V_VM]]_VGF [[।\RD_PUNC]]_BLK 
HED10307	[[यथार्थवादी\JJ शैली\N_NN में\PSP]]_NP [[लिखे\V_VM]]_VGF [[अपने\PR_PRF उपन्यासों\N_NN ,\RD_PUNC कहानियों\N_NN में\PSP]]_NP [[उन्होंने\PR_PRP समाज\N_NN के\PSP]]_NP [[दलित\JJ ,\RD_PUNC आदिवासी\JJ ,\RD_PUNC वंचित\JJ तबकों\N_NN के\PSP अलावा\PSP]]_NP [[महिलाओं\N_NN के\PSP]]_NP [[जीवन\N_NN को\PSP]]_NP [[प्रमुखता\RB से\RB]]_RBP [[चित्रित\N_NN]]_NP [[किया\V_VM है\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK 
HED10308	[[इन्हें\DM_DMD]]_NP [[1996\QT_QTC में\PSP]]_NP [[ज्ञानपीठ\N_NNP पुरस्कार\N_NN से\PSP]]_NP [[सम्मानित\JJ]]_NP [[किया\V_VM गया\V_VAUX था\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK 
HED10309	[[महाश्वेता\N_NNP देवी\N_NNP का\PSP]]_NP [[नाम\N_NN]]_NP [[ध्यान\N_NN में\PSP]]_NP [[आते\V_VM ही\RP_RPD]]_VGNF [[उनकी\PR_PRP]]_NP [[कई\QT_QTF -\RD_PUNC कई\QT_QTF छवियां\N_NN]]_NP [[आंखों\N_NN के\PSP सामने\N_NST]]_NP [[प्रकट\N_NN]]_NP [[हो\V_VM जाती\V_VAUX हैं\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK 
HED10310	[[दर‍असल\CC_CCS]]_CCP [[उन्होंने\PR_PRP मेहनत\N_NN और\CC_CCD ईमानदारी\N_NN के\PSP]]_NP [[बलबूते\N_NN]]_NP [[अपने\PR_PRF व्यक्‍तित्व\N_NN को\PSP]]_NP [[निखारा\V_VM है\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK 
HED10311	[[उन्होंने\PR_PRP]]_NP [[अपने\PR_PRF को\PSP]]_NP [[एक\QT_QTC पत्रकार\N_NN ,\RD_PUNC लेखक\N_NN ,\RD_PUNC साहित्यकार\N_NN और\CC_CCD आंदोलनधर्मी\N_NN के\PSP]]_NP [[रूप\PSP में\PSP]]_NP [[विकसित\JJ]]_JJP [[किया\V_VM]]_VGF [[।\RD_PUNC]]_BLK 
HED10312	[[स्वतंत्रता\N_NN प्राप्‍ति\N_NN के\PSP बाद\N_NST]]_NP [[इनका\PR_PRP परिवार\N_NN]]_NP [[पाकिस्तान\N_NNP वाले\PSP]]_NP [[हिस्से\N_NN में\PSP]]_NP [[बसे\JJ शहर\N_NN]]_NP [[ढाका\N_NNP में\PSP]]_NP [[फैले\JJ हिन्दू\N_NN]]_NP [[विरोधी\JJ दंगे\N_NN से\PSP]]_NP [[बचने\V_VM के\PSP लिये\PSP]]_VGINF [[कलकत्ता\N_NNP]]_NP [[चला\V_VM आया\V_VAUX था\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK 
HED10313	[[कोलकाता\N_NNP विश्वविद्यालय\N_NNP से\PSP]]_NP [[अंग्रेजी\N_NNP साहित्य\N_NN में\PSP]]_NP [[मास्टर\N_NN की\PSP]]_NP [[डिग्री\N_NN]]_NP [[प्राप्‍त\N_NN]]_NP [[करने\V_VM के\PSP बाद\N_NST]]_VGINF [[एक\QT_QTC शिक्षक\N_NN और\CC_CCD पत्रकार\N_NN के\PSP]]_NP [[रूप\PSP में\PSP]]_NP [[आपने\PR_PRP]]_NP [[अपना\PR_PRF जीवन\N_NN शुरू\N_NN]]_NP [[किया\V_VM]]_VGF [[।\RD_PUNC]]_BLK 
HED10314	[[तदुपरांत\CC_CCS]]_CCP [[आपने\PR_PRP कलकता\N_NNP विश्‍वविद्यालय\N_NNP में\PSP]]_NP [[अंग्रेजी\N_NNP व्याख्याता\N_NN के\PSP रूप\PSP में\PSP]]_NP [[नौकरी\N_NN भी\RP_RPD]]_NP [[की\V_VM]]_VGF [[।\RD_PUNC]]_BLK 
HED10315	[[इसके\DM_DMR बाद\N_NST]]_NP [[पूर्णकालिक\JJ लेखन\N_NN के\PSP लिये\PSP]]_NP [[इन्होंने\PR_PRP विश्वविद्यालय\N_NN की\PSP]]_NP [[नौकरी\N_NN से\PSP]]_NP [[अवकाश\RB ग्रहण\N_NN]]_NP [[करके\V_VM]]_VGF [[लेखन\N_NN के\PSP लिये\PSP]]_NP [[जीवन\N_NN को\PSP]]_NP [[समर्पित\N_NN]]_NP [[कर\V_VM दिया\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK 
HED10316	[[महाश्वेता\N_NNP जी\RP_RPD ने\PSP]]_NP [[कम\QT_QTF उम्र\N_NN में\PSP]]_NP [[लेखन\JJ कार्य\N_NN]]_NP [[शुरू\N_NN]]_NP [[किया\V_VM]]_VGF [[और\CC_CCD]]_CCP [[विभिन्न\JJ साहित्यिक\JJ पत्रिकओं\N_NN में\PSP]]_NP [[इनकी\DM_DMD लघुकथाओं\N_NN का\PSP]]_NP [[प्रकाशन\N_NN]]_NP [[हुआ\V_VM]]_VGF [[।\RD_PUNC]]_BLK 
HED10317	[[‘\RD_PUNC]]_BLK [[झांसी\N_NNP की\N_NNP रानी\N_NNP ’\RD_PUNC महाश्वेता\N_NNP देवी\N_NNP की\PSP]]_NP [[प्रथम\QT_QTO रचना\N_NN]]_NP [[है\V_VM]]_VGF [[।\RD_PUNC]]_BLK 
HED10318	[[उनकी\PR_PRP]]_NP [[कुछ\QT_QTF महत्त्वपूर्ण\JJ कृत्तियों\N_NN में\PSP]]_NP [[अग्निगर्भ\N_NN ,\RD_PUNC]]_NP [[जंगल\N_NN के\PSP]]_NP [[दावेदार\N_NN ,\RD_PUNC]]_NP [[और\CC_CCD]]_CCP [[1084\QT_QTC वें\PSP की\PSP]]_NP [[माँ\N_NN ,\RD_PUNC]]_NP [[माहेश्वर\N_NNP ,\RD_PUNC ग्राम\N_NN बांग्ला\N_NNP]]_NP [[है\V_VM]]_VGF [[।\RD_PUNC]]_BLK 
HED10319	[[महाश्वेता\N_NNP देवी\N_NNP ने\PSP]]_NP [[अपनी\PR_PRF रचनाओं\N_NN में\PSP]]_NP [[बिहार\N_NNP ,\RD_PUNC झारखण्ड\N_NNP और\CC_CCD पश्चिम\N_NNP बंगाल\N_NNP के\PSP]]_NP [[आदिवासी\N_NN अंचल\N_NN और\CC_CCD यहाँ\N_NST के\PSP]]_NP [[आदिवासियों\N_NN के\PSP]]_NP [[जीवन\N_NN को\PSP]]_NP [[जीवंतता\RB से\RB]]_RBP [[चित्रित\N_NN]]_NP [[किया\V_VM है\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK 
HED10320	[[वह\DM_DMD]]_NP [[एक\QT_QTC प्रामाणिक\JJ विवरण\N_NN]]_NP [[है\V_VM]]_VGF [[।\RD_PUNC]]_BLK 
HED10321	[[इनके\DM_DMD लेखन\N_NN का\PSP]]_NP [[दायरा\N_NN]]_NP [[विस्तृत\JJ]]_JJP [[है\V_VM]]_VGF [[और\CC_CCD]]_CCP [[वर्तमान\JJ व्यवस्था\N_NN की\PSP]]_NP [[विसंगतियाँ\N_NN]]_NP [[इनके\DM_DMD कथा\JJ -\RD_PUNC साहित्य\N_NN के\PSP]]_NP [[मूल\N_NN में\PSP]]_NP [[हैं\V_VM]]_VGF [[।\RD_PUNC]]_BLK 
HED10322	[[धर्मवीर\N_NNP भारती\N_NNP का\PSP]]_NP [[जन्म\N_NN]]_NP [[25\QT_QTC दिसंबर\N_NNP]]_NP [[1926\QT_QTC को\PSP]]_NP [[हुआ\V_VM था\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK 
HED10323	[[आधुनिक\JJ हिन्दी\N_NNP साहित्य\N_NN के\PSP]]_NP [[प्रमुख\JJ लेखक\N_NN ,\RD_PUNC कवि\N_NN ,\RD_PUNC नाटककार\N_NN और\CC_CCD पत्रकार\N_NN]]_NP [[थे\V_VM]]_VGF [[।\RD_PUNC]]_BLK 
HED10324	[[वे\PR_PRP]]_NP [[एक\QT_QTC समय\N_NN की\PSP]]_NP [[प्रख्यात\JJ साप्ताहिक\N_NN पत्रिका\N_NN ‘\RD_PUNC धर्मयुग\N_NNP ’\RD_PUNC के\PSP संपादक\N_NN भी\RP_RPD]]_NP [[थे\V_VM]]_VGF [[।\RD_PUNC]]_BLK 
HED10325	[[इन्हें\DM_DMD]]_NP [[1972\QT_QTC में\PSP]]_NP [[पदम\N_NNP श्री\N_NNP से\PSP]]_NP [[सम्मानित\JJ]]_NP [[किया\V_VM गया\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK 
HED10326	[[उनका\PR_PRP उपन्यास\N_NN ‘\RD_PUNC गुनाहों\N_NNP का\N_NNP देवता\N_NNP ’\RD_PUNC सदाबहार\JJ रचना\N_NN]]_NP [[मानी\V_VM जाती\V_VAUX है\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK 
HED10327	[[सूरज\N_NN का\PSP]]_NP [[सातवाँ\QT_QTO घोड़ा\N_NN को\PSP]]_NP [[कहानी\N_NN कहने\N_NN के\PSP]]_NP [[अनुपम\JJ प्रयोग\N_NN]]_NP [[माना\V_VM जाता\V_VAUX है\V_VAUX ,\RD_PUNC]]_VGF [[जिस\DM_DMR पर\PSP]]_NP [[श्याम\N_NNP बेनेगल\N_NNP ने\PSP]]_NP [[इसी\DM_DMD नाम\N_NN से\PSP]]_NP [[फिल्म\N_NN]]_NP [[बनायी\V_VM]]_VGF [[।\RD_PUNC]]_BLK 
HED10328	[[धर्मवीर\N_NNP भारती\N_NNP की\PSP]]_NP [[ख्याति\JJ कवि\N_NN और\CC_CCD नाटककार\N_NN के\PSP]]_NP [[रूप\PSP में\PSP]]_NP [[है\V_VM]]_VGF [[।\RD_PUNC]]_BLK 
HED10329	[[‘\RD_PUNC]]_BLK [[अंधायुग\N_NNP ’\RD_PUNC भी\RP_RPD काव्य\N_NN ही\RP_RPD]]_NP [[है\V_VM]]_VGF [[क्योंकि\CC_CCS]]_CCP [[यह\DM_DMD काव्य\N_NN]]_NP [[नाटक\N_NN]]_NP [[है\V_VM]]_VGF [[।\RD_PUNC]]_BLK 
HED10330	[[यह\DM_DMD]]_NP [[उनका\PR_PRP प्रसिद्ध\JJ नाटक\N_NN]]_NP [[है\V_VM]]_VGF [[।\RD_PUNC]]_BLK 
HED10331	[[1948\QT_QTC में\PSP]]_NP [[‘\RD_PUNC]]_BLK [[संगम\N_NNP ’\RD_PUNC सम्पादक\N_NN श्री\N_NNP इलाचन्द्र\N_NNP जोशी\N_NNP में\PSP]]_NP [[सहकारी\JJ संपादक\N_NN]]_NP [[नियुक्त\N_NN]]_NP [[हुए\V_VM]]_VGF [[।\RD_PUNC]]_BLK 
HED10332	[[दो\QT_QTC वर्ष\N_NN वहाँ\N_NST]]_NP [[काम\N_NN]]_NP [[करने\V_VM के\PSP बाद\N_NST]]_VGINF [[हिन्दुस्तानी\N_NNP अकादमी\N_NNP में\PSP]]_NP [[अध्यापक\N_NN नियुक्त\N_NN]]_NP [[हुए\V_VM]]_VGF [[।\RD_PUNC]]_BLK 
HED10333	[[सन\N_NN 1960\QT_QTC तक\PSP]]_NP [[कार्य\N_NN]]_NP [[किया\V_VM]]_VGF [[।\RD_PUNC]]_BLK 
HED10334	[[प्रयाग\N_NNP विश्‍वविद्यालय\N_NNP में\PSP]]_NP [[अध्यापन\N_NN के\PSP दौरान\N_NST]]_NP [[हिंदी\N_NNP साहित्य\N_NN कोश\N_NN के\PSP]]_NP [[संपादन\N_NN में\PSP]]_NP [[सहयोग\N_NN]]_NP [[दिया\V_VM]]_VGF [[।\RD_PUNC]]_BLK 
HED10335	[[‘निकष\N_NNP पत्रिका\N_NN ’\RD_PUNC निकाली\V_VM तथा\CC_CCD ‘\RD_PUNC आलोचना\N_NNP ’\RD_PUNC का\PSP]]_NP [[संपादन\N_NN भी\RP_RPD]]_NP [[किया\V_VM]]_VGF [[।\RD_PUNC]]_BLK 
HED10336	[[उसके\DM_DMD बाद\N_NST ‘\RD_PUNC]]_NP [[धर्मयुग\N_NNP ’\RD_PUNC में\PSP]]_NP [[प्रधान\JJ संपादक\N_NN पद\N_NN पर\PSP]]_NP [[बम्बई\N_NNP]]_NP [[आ\V_VM गये\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK 
HED10337	[[1999\QT_QTC में\PSP]]_NP [[उदय\N_NNP प्रकाश\N_NNP के\PSP]]_NP [[निर्देशन\N_NN में\PSP]]_NP [[साहित्य\N_NNP अकादमी\N_NNP दिल्ली\N_NNP द्वारा\PSP]]_NP [[डॉ.\N_NNP भारती\N_NNP पर\PSP]]_NP [[एक\QT_QTC वृत्तचित्र\N_NN का\PSP]]_NP [[निर्माण\N_NN भी\RP_RPD]]_NP [[हुआ\V_VM है\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK 
HED10338	[[देश\N_NN के\PSP]]_NP [[साहित्य\N_NN ,\RD_PUNC कला\N_NN ,\RD_PUNC पत्रकारिता\N_NN के\PSP प्रति\PSP]]_NP [[उनकी\PR_PRP सेवाओं\N_NN हेतु\PSP]]_NP [[उन्हें\PR_PRP]]_NP [[कई\QT_QTF सम्मान\N_NN पुरस्कारों\N_NN से\PSP]]_NP [[नवाजा\V_VM गया\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK 
HED10339	[[1972\QT_QTC में\PSP]]_NP [[पद्मश्री\N_NNP से\PSP]]_NP [[अलंकृत\JJ डॉ.\N_NNP धर्मवीर\N_NNP भारती\N_NNP को\PSP]]_NP [[अपने\PR_PRF जीवन\N_NN काल\N_NN में\PSP]]_NP [[अनेक\QT_QTF पुरस्कार\N_NN]]_NP [[प्राप्‍त\N_NN]]_NP [[हुए\V_VM]]_VGF [[जिनमें\DM_DMR कृतियों\N_NN से\PSP]]_NP [[प्रमुख\JJ हैं\N_NN -\RD_PUNC हल्दी\N_NN घाटी\N_NN]]_NP [[श्रेष्‍ठ\JJ पत्रकारिता\N_NN पुरस्कार\N_NN ,\RD_PUNC सर्वश्रेष्‍ठ\JJ नाटककार\N_NN पुरस्कार\N_NN ,\RD_PUNC संगीत\N_NN नाटक\N_NNP अकादमी\N_NNP दिल्ली\N_NNP]]_NP [[1989\QT_QTC ,\RD_PUNC भारत\N_NNP भारती\N_NNP पुरस्कार\N_NNP ,\RD_PUNC उत्तर\N_NNP प्रदेश\N_NNP हिन्दी\N_NNP संस्थान\N_NNP ,\RD_PUNC महाराष्‍ट्र\N_NNP गौरव\N_NNP ,\RD_PUNC महाराष्‍ट्र\N_NNP सरकार\N_NN]]_NP [[1994\QT_QTC ,\RD_PUNC व्यास\N_NNP सम्मान\N_NNP के\PSP ‘\RD_PUNC के\PSP ’\RD_PUNC]]_NP [[बिड़ला\N_NNP फाउंडेशन\N_NNP]]_NP [[।\RD_PUNC]]_BLK 
HED10340	[[महान\JJ नाटककार\N_NN]]_NP [[होने\V_VM के\PSP साथ\PSP]]_VGINF [[धर्मवीर\N_NNP भारती\N_NNP]]_NP [[लोकप्रिय\JJ उपन्यासकार\N_NN और\CC_CCD प्रमुख\JJ कहानीकार\N_NN]]_NP [[हैं\V_VM]]_VGF [[।\RD_PUNC]]_BLK 
HED10341	[[धर्मवीर\N_NNP भारती\N_NNP]]_NP [[एक\QT_QTC बहुमुखी\JJ प्रतिभाशाली\JJ साहित्यकार\N_NN]]_NP [[थे\V_VM]]_VGF [[।\RD_PUNC]]_BLK 
HED10342	[[उन्होंने\PR_PRP]]_NP [[आलोचना\N_NN लेखन\N_NN भी\RP_RPD]]_NP [[किया\V_VM]]_VGF [[।\RD_PUNC]]_BLK 
HED10343	[[-\RD_PUNC]]_BLK [[मानी\JJ उर्दू\N_NNP उपन्यासकार\N_NN लेखिका\N_NN]]_NP [[हैं\V_VM]]_VGF [[।\RD_PUNC]]_BLK 
HED10344	[[उनका\PR_PRP जन्म\N_NN]]_NP [[सन\N_NN 1927\QT_QTC में\PSP]]_NP [[उत्तर\N_NNP प्रदेश\N_NNP के\PSP]]_NP [[अलीगढ़\N_NNP में\PSP]]_NP [[हुआ\V_VM था\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK 
HED10345	[[उन्होंने\PR_PRP सन\N_NN]]_NP [[1947\QT_QTC में\PSP]]_NP [[लखनऊ\N_NNP विश्वविद्यालय\N_NNP से\PSP]]_NP [[अंग्रेजी\N_NNP साहित्य\N_NN में\PSP]]_NP [[स्नातकोत्तर\N_NN की\PSP]]_NP [[डिग्री\N_NN]]_NP [[हासिल\N_NN]]_NP [[की\V_VM]]_VGF [[।\RD_PUNC]]_BLK 
HED10346	[[स्नातकोत्तर\N_NN की\PSP]]_NP [[डिग्री\N_NN]]_NP [[प्राप्त\N_NN]]_NP [[करने\V_VM के\PSP बाद\N_NST]]_VGINF [[वह\DM_DMD अध्यापन\N_NN]]_NP [[कार्य\N_NN में\PSP]]_NP [[लग\V_VM गयीं\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK 
HED10347	[[वह\DM_DMD]]_NP [[बीबीसी.\N_NNP की\PSP]]_NP [[प्रसारणकर्त्री\N_NN ,\RD_PUNC रिपोर्टर\N_NN द\N_NNP डेली\N_NNP टेलीग्राफ\N_NNP लंदन\N_NNP व\CC_CCD इम्प्रिंट\N_NNP पत्रिका\N_NN की\PSP]]_NP [[प्रबन्ध\N_NN संपादक\N_NN भी\RP_RPD]]_NP [[रहीं\V_VM]]_VGF [[।\RD_PUNC]]_BLK 
HED10348	[[कुर्रतुल-एन-हैदर\N_NNP को\PSP]]_NP [[उर्दू\N_NNP साहित्य\N_NNP के\PSP]]_NP [[क्षेत्र\N_NN में\PSP]]_NP [[उनके\PR_PRP उल्लेखनीय\JJ योगदान\N_NN के\PSP लिये\PSP]]_NP [[उन्हें\PR_PRP]]_NP [[अनेक\QT_QTF पुरस्कार\N_NN -\RD_PUNC]]_NP [[सम्मान\V_VM से\PSP]]_VGINF [[नवाजा\V_VM गया\V_VAUX]]_VGF [[जिनमें\DM_DMR]]_CCP [[साहित्य\N_NNP अकादमी\N_NNP पुरस्कार\N_NN ,\RD_PUNC सोवियत\N_NNP लैण्ड\N_NNP नेहरू\N_NNP पुरस्कार\N_NNP ,\RD_PUNC उत्तर\N_NNP प्रदेश\N_NNP अकादमी\N_NNP पुरस्कार\N_NNP ,\RD_PUNC आन्ध्र\N_NNP प्रदेश\N_NNP व\CC_CCD बंगाल\N_NNP उर्दू\N_NNP अकादमी\N_NNP पुरस्कार\N_NNP ,\RD_PUNC गालिब\N_NNP पुरस्कार\N_NNP]]_NP [[आदि\QT_QTF प्रमुख\JJ]]_JJP [[हैं\V_VM]]_VGF [[।\RD_PUNC]]_BLK 
HED10349	[[इसके\DM_DMD अतिरिक्त\PSP]]_NP [[वह\DM_DMD]]_NP [[इकबाल\N_NNP सम्मान\N_NN व\CC_CCD पदम\N_NNP श्री\N_NNP सम्मान\N_NN से\PSP बी\RP_RPD]]_NP [[सम्मानित\JJ]]_NP [[की\V_VM गयीं\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK 
HED10350	[[इनकी\DM_DMD]]_NP [[अनेक\QT_QTF लघुकथाओं\N_NN और\CC_CCD उपन्यासों\N_NN का\PSP]]_NP [[अंग्रेजी\N_NNP समेत\PSP]]_NP [[अन्य\DM_DMI भारतीय\JJ भाषाओं\N_NN में\PSP]]_NP [[अनुवाद\N_NN]]_NP [[हो\V_VM चुका\V_VAUX है\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK 
HED10351	[[निर्मल\N_NNP वर्मा\N_NNP]]_NP [[एक\QT_QTC कहानीकार\N_NN ,\RD_PUNC]]_NP [[उपन्यासकार\N_NN के\PSP रूप\PSP में\PSP]]_NP [[प्रसिद्ध\JJ]]_JJP [[हैं\V_VM]]_VGF [[।\RD_PUNC]]_BLK 
HED10352	[[उन्हें\PR_PRP]]_NP [[हिन्दी\N_NNP के\PSP]]_NP [[प्रतिनिधि\N_NN लेखक\N_NN के\PSP]]_NP [[रूप\PSP में\PSP]]_NP [[देखा\V_VM जाता\V_VAUX है\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK 
HED10353	[[उनका\PR_PRP साहित्य\N_NN]]_NP [[मानव\N_NN जीवन\N_NN की\PSP]]_NP [[विरल\JJ सर्जनात्मक\JJ चेतना\N_NN का\PSP]]_NP [[अन्वेषण\N_NN]]_NP [[करता\V_VM है\V_VAUX]]_VGF [[और\CC_CCD]]_CCP [[मनुष्य\N_NN समाज\N_NN ,\RD_PUNC देश\N_NN के\PSP]]_NP [[ताने\N_NN -\RD_PUNC बाने\N_NN में\PSP]]_NP [[अपनी\PR_PRF अभिव्यक्ति\N_NN के\PSP लिये\PSP]]_NP [[सांचे\N_NN और\CC_CCD शब्द\N_NN को\PSP]]_NP [[तलाशता\V_VM है\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK 
HED10354	[[निर्मल\N_NNP वर्मा\N_NNP (\RD_SYM]]_NP [[3\QT_QTC अप्रैल\N_NN]]_NP [[1929\QT_QTC -\RD_PUNC 25\QT_QTC अक्तुबर\N_NNP 2005\QT_QTC )\RD_SYM हिन्दी\N_NNP के\PSP]]_NP [[आधुनिक\JJ कथाकारों\N_NN में\PSP]]_NP [[एक\QT_QTC मूर्धन्य\JJ कथाकार\N_NN]]_NP [[और\CC_CCD]]_CCP [[पत्रकार\N_NN]]_NP [[थे\V_VM]]_VGF [[।\RD_PUNC]]_BLK 
HED10355	[[शिमला\N_NNP में\PSP]]_NP [[जन्में\JJ निर्मल\N_NN]]_NP [[वर्मा\N_NNP को\PSP]]_NP [[मूर्तिदेवी\N_NNP पुरस्कार\N_NNP (\RD_SYM 1995),\QT_QTO साहित्य\N_NNP अकादमी\N_NNP पुरस्कार\N_NN (\RD_SYM]]_NP [[1985\QT_QTC ,\RD_PUNC]]_NP [[उत्तर\N_NNP प्रदेश\N_NNP हिन्दी\N_NNP संस्थान\N_NNP पुरस्कार\N_NNP और\CC_CCD ज्ञानपीठ\N_NNP पुरस्कार\N_NN से\PSP]]_NP [[सम्मानित\JJ]]_NP [[किया\V_VM जा\V_VAUX चुका\V_VAUX है\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK 
HED10356	[[परिंदे\N_NNP (\RD_SYM 1958\QT_QTC )\RD_SYM से\PSP]]_NP [[प्रसिद्धि\N_NN]]_NP [[पाने\V_VM वाले\V_VAUX]]_VGF [[निर्मल\N_NNP वर्मा\N_NNP की\PSP]]_NP [[कहानियाँ\N_NN]]_NP [[अभिव्यक्ति\N_NN और\CC_CCD शिल्प\N_NN की\PSP]]_NP [[दृष्टि\N_NN से\PSP]]_NP [[बेजोड़\JJ]]_NP [[समझी\V_VM जाती\V_VAUX हैं\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK 
HED10357	[[हिन्दी\N_NNP कहानी\N_NNP में\PSP]]_NP [[आधुनिक\JJ -\RD_PUNC बोध\N_NN]]_NP [[लाने\V_VM वाले\V_VAUX]]_VGF [[कहानीकारों\N_NN में\PSP]]_NP [[निर्मल\N_NNP वर्मा\N_NNP का\PSP]]_NP [[अग्रणी\JJ स्थान\N_NN]]_NP [[है\V_VM]]_VGF [[।\RD_PUNC]]_BLK 
HED10358	[[उन्होंने\PR_PRP]]_NP [[कम\QT_QTF]]_JJP [[लिखा\V_VM है\V_VAUX]]_VGF [[परन्तु\CC_CCS]]_CCP [[जितना\QT_QTF]]_NP [[लिखा\V_VM है\V_VAUX]]_VGF [[उतने\QT_QTF से\PSP ही\RP_RPD]]_NP [[बे\PR_PRP]]_NP [[बहुत\RP_INTF ख्याति\N_NN]]_NP [[पाने\V_VM में\PSP]]_VGINF [[सफल\JJ]]_NP [[हुए\V_VM हैं\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK 
HED10359	[[निर्मल\N_NNP वर्मा\N_NNP को\PSP]]_NP [[एक\QT_QTC लेखक\N_NN के\PSP रूप\PSP में\PSP]]_NP [[देश\N_NN -\RD_PUNC विदेश\N_NN में\PSP]]_NP [[समान\JJ प्रतिष्ठा\N_NN]]_NP [[प्राप्त\N_NN]]_NP [[है\V_VM]]_VGF [[।\RD_PUNC]]_BLK 
HED10360	[[निर्मल\N_NNP वर्मा\N_NNP के\PSP]]_NP [[जीवन\N_NN का\PSP]]_NP [[बड़ा\JJ हिस्सा\N_NN]]_NP [[यूरोप\N_NN में\PSP]]_NP [[बीता\V_VM]]_VGF [[।\RD_PUNC]]_BLK 
HED10361	[[दिल्ली\N_NNP के\PSP]]_NP [[सेंट\N_NNP स्टीफेंस\N_NNP कालेज\N_NNP से\PSP]]_NP [[इतिहास\N_NN में\PSP]]_NP [[एमए.\N_NN]]_NP [[करने\V_VM के\PSP बाद\N_NST]]_VGINF [[कुछ\QT_QTF दिनों\N_NN तक\PSP]]_NP [[उन्होंने\PR_PRP अध्यापन\N_NN]]_NP [[किया\V_VM]]_VGF [[।\RD_PUNC]]_BLK 
HED10362	[[इन्हें\DM_DMR वर्ष\N_NN]]_NP [[1959\QT_QTC से\PSP]]_NP [[1972\QT_QTC तक\PSP]]_NP [[यूरोप\N_NNP में\PSP]]_NP [[प्रवास\N_NN]]_NP [[करने\V_VM का\PSP]]_VGINF [[अवसर\N_NN]]_NP [[मिला\V_VM था\V_VAUX]]_VGF [[और\CC_CCD]]_CCP [[इस\DM_DMD दौरान\N_NST उन्होंने\PR_PRP]]_NP [[लगभग\RB समूचे\JJ यूरोप\N_NN की\PSP]]_NP [[यात्रा\N_NN]]_NP [[करके\V_VM]]_VGF [[वहाँ\N_NST की\PSP]]_NP [[भिन्न\JJ -\RD_PUNC भिन्न\JJ संस्कृतियों\N_NN का\PSP]]_NP [[नजदीक\N_NST से\PSP]]_NP [[परिचय\N_NN प्राप्त\N_NN]]_NP [[किया\V_VM]]_VGF [[।\RD_PUNC]]_BLK 
HED10363	[[1959\QT_QTC से\PSP]]_NP [[प्राग\N_NNP (\RD_SYM चेकोस्लाविया)\N_NNP के\PSP]]_NP [[प्राच्य\N_NNP विद्या\N_NNP संस्थान\N_NNP में\PSP]]_NP [[सात\QT_QTC वर्ष\N_NN तक\PSP]]_NP [[रहे\V_VM]]_VGF [[।\RD_PUNC]]_BLK 
HED10364	[[उसके\DM_DMD बाद\N_NST]]_NP [[लंदन\N_NNP में\PSP]]_NP [[रहते\V_VM हुए\V_VAUX]]_VGNF [[टाइम्स\N_NNP आफ\N_NNP इंडिया\N_NNP के\PSP लिये\PSP]]_NP [[सांस्कृतिक\JJ रिपोर्टिंग\N_NN]]_NP [[की\V_VM]]_VGF [[।\RD_PUNC]]_BLK 
HED10365	[[1972\QT_QTC में\PSP]]_NP [[स्वदेश\N_NN]]_NP [[लौटे\V_VM]]_VGF [[।\RD_PUNC]]_BLK 
